# Compile of axi4_lite_Defs.sv was successful.
# Compile of axi4_lite_if.sv was successful.
# Compile of axi4_lite_master.sv was successful.
# Compile of axi4_lite_slave.sv was successful.
# Compile of Top.sv was successful.
# 5 compiles, 0 failed with no errors.
vsim -gui work.Top
# Address: 00000521 | Write Data: 0000526a | Read Data: 0000526a | Data Match
# Address: 00000522 | Write Data: 000040d8 | Read Data: 000040d8 | Data Match
# Address: 00000523 | Write Data: 000060da | Read Data: 000060da | Data Match
# Address: 00000524 | Write Data: 00007e13 | Read Data: 00007e13 | Data Match
# Address: 00000525 | Write Data: 000065b4 | Read Data: 000065b4 | Data Match
# Address: 00000526 | Write Data: 0000f283 | Read Data: 0000f283 | Data Match
# Address: 00000527 | Write Data: 00005f74 | Read Data: 00005f74 | Data Match
# Address: 00000528 | Write Data: 0000fc37 | Read Data: 0000fc37 | Data Match
# Address: 00000529 | Write Data: 00002dcd | Read Data: 00002dcd | Data Match
# Address: 0000052a | Write Data: 0000c067 | Read Data: 0000c067 | Data Match
# Address: 0000052b | Write Data: 00008e2c | Read Data: 00008e2c | Data Match
# Address: 0000052c | Write Data: 00004a71 | Read Data: 00004a71 | Data Match
# Address: 0000052d | Write Data: 000036ec | Read Data: 000036ec | Data Match
# Address: 0000052e | Write Data: 00006872 | Read Data: 00006872 | Data Match
# Address: 0000052f | Write Data: 0000b5a8 | Read Data: 0000b5a8 | Data Match
# Address: 00000530 | Write Data: 0000307b | Read Data: 0000307b | Data Match
# Address: 00000531 | Write Data: 00004efb | Read Data: 00004efb | Data Match
# Address: 00000532 | Write Data: 0000f26e | Read Data: 0000f26e | Data Match
# Address: 00000533 | Write Data: 00001005 | Read Data: 00001005 | Data Match
# Address: 00000534 | Write Data: 00003128 | Read Data: 00003128 | Data Match
# Address: 00000535 | Write Data: 0000f0ec | Read Data: 0000f0ec | Data Match
# Address: 00000536 | Write Data: 0000eaf6 | Read Data: 0000eaf6 | Data Match
# Address: 00000537 | Write Data: 00001f62 | Read Data: 00001f62 | Data Match
# Address: 00000538 | Write Data: 00002149 | Read Data: 00002149 | Data Match
# Address: 00000539 | Write Data: 00000685 | Read Data: 00000685 | Data Match
# Address: 0000053a | Write Data: 00002a41 | Read Data: 00002a41 | Data Match
# Address: 0000053b | Write Data: 000047a5 | Read Data: 000047a5 | Data Match
# Address: 0000053c | Write Data: 0000d863 | Read Data: 0000d863 | Data Match
# Address: 0000053d | Write Data: 0000be24 | Read Data: 0000be24 | Data Match
# Address: 0000053e | Write Data: 00007837 | Read Data: 00007837 | Data Match
# Address: 0000053f | Write Data: 000085ec | Read Data: 000085ec | Data Match
# Address: 00000540 | Write Data: 0000de4d | Read Data: 0000de4d | Data Match
# Address: 00000541 | Write Data: 00000f19 | Read Data: 00000f19 | Data Match
# Address: 00000542 | Write Data: 00009c93 | Read Data: 00009c93 | Data Match
# Address: 00000543 | Write Data: 0000f57b | Read Data: 0000f57b | Data Match
# Address: 00000544 | Write Data: 00006f3c | Read Data: 00006f3c | Data Match
# Address: 00000545 | Write Data: 000058bc | Read Data: 000058bc | Data Match
# Address: 00000546 | Write Data: 0000af8a | Read Data: 0000af8a | Data Match
# Address: 00000547 | Write Data: 0000fb8a | Read Data: 0000fb8a | Data Match
# Address: 00000548 | Write Data: 00008d2b | Read Data: 00008d2b | Data Match
# Address: 00000549 | Write Data: 00003036 | Read Data: 00003036 | Data Match
# Address: 0000054a | Write Data: 0000dd0d | Read Data: 0000dd0d | Data Match
# Address: 0000054b | Write Data: 0000b274 | Read Data: 0000b274 | Data Match
# Address: 0000054c | Write Data: 00009ab7 | Read Data: 00009ab7 | Data Match
# Address: 0000054d | Write Data: 0000c90a | Read Data: 0000c90a | Data Match
# Address: 0000054e | Write Data: 000019e8 | Read Data: 000019e8 | Data Match
# Address: 0000054f | Write Data: 0000697f | Read Data: 0000697f | Data Match
# Address: 00000550 | Write Data: 00005792 | Read Data: 00005792 | Data Match
# Address: 00000551 | Write Data: 0000a5db | Read Data: 0000a5db | Data Match
# Address: 00000552 | Write Data: 0000cdfa | Read Data: 0000cdfa | Data Match
# Address: 00000553 | Write Data: 00001887 | Read Data: 00001887 | Data Match
# Address: 00000554 | Write Data: 0000b778 | Read Data: 0000b778 | Data Match
# Address: 00000555 | Write Data: 00000778 | Read Data: 00000778 | Data Match
# Address: 00000556 | Write Data: 0000bfb2 | Read Data: 0000bfb2 | Data Match
# Address: 00000557 | Write Data: 00003dc9 | Read Data: 00003dc9 | Data Match
# Address: 00000558 | Write Data: 00005aae | Read Data: 00005aae | Data Match
# Address: 00000559 | Write Data: 0000dce2 | Read Data: 0000dce2 | Data Match
# Address: 0000055a | Write Data: 00005254 | Read Data: 00005254 | Data Match
# Address: 0000055b | Write Data: 000010f5 | Read Data: 000010f5 | Data Match
# Address: 0000055c | Write Data: 000077e9 | Read Data: 000077e9 | Data Match
# Address: 0000055d | Write Data: 0000bd0f | Read Data: 0000bd0f | Data Match
# Address: 0000055e | Write Data: 0000c9ca | Read Data: 0000c9ca | Data Match
# Address: 0000055f | Write Data: 0000a8ff | Read Data: 0000a8ff | Data Match
# Address: 00000560 | Write Data: 0000d4e8 | Read Data: 0000d4e8 | Data Match
# Address: 00000561 | Write Data: 0000adeb | Read Data: 0000adeb | Data Match
# Address: 00000562 | Write Data: 0000f7ef | Read Data: 0000f7ef | Data Match
# Address: 00000563 | Write Data: 00007e71 | Read Data: 00007e71 | Data Match
# Address: 00000564 | Write Data: 000018c7 | Read Data: 000018c7 | Data Match
# Address: 00000565 | Write Data: 000015a4 | Read Data: 000015a4 | Data Match
# Address: 00000566 | Write Data: 00007746 | Read Data: 00007746 | Data Match
# Address: 00000567 | Write Data: 00006d13 | Read Data: 00006d13 | Data Match
# Address: 00000568 | Write Data: 0000ec62 | Read Data: 0000ec62 | Data Match
# Address: 00000569 | Write Data: 000036cc | Read Data: 000036cc | Data Match
# Address: 0000056a | Write Data: 0000ae82 | Read Data: 0000ae82 | Data Match
# Address: 0000056b | Write Data: 00006ef6 | Read Data: 00006ef6 | Data Match
# Address: 0000056c | Write Data: 0000a778 | Read Data: 0000a778 | Data Match
# Address: 0000056d | Write Data: 00003b89 | Read Data: 00003b89 | Data Match
# Address: 0000056e | Write Data: 000026d4 | Read Data: 000026d4 | Data Match
# Address: 0000056f | Write Data: 0000746b | Read Data: 0000746b | Data Match
# Address: 00000570 | Write Data: 00007e33 | Read Data: 00007e33 | Data Match
# Address: 00000571 | Write Data: 00009a65 | Read Data: 00009a65 | Data Match
# Address: 00000572 | Write Data: 00004bb4 | Read Data: 00004bb4 | Data Match
# Address: 00000573 | Write Data: 0000b6de | Read Data: 0000b6de | Data Match
# Address: 00000574 | Write Data: 0000e5d0 | Read Data: 0000e5d0 | Data Match
# Address: 00000575 | Write Data: 00001694 | Read Data: 00001694 | Data Match
# Address: 00000576 | Write Data: 00002540 | Read Data: 00002540 | Data Match
# Address: 00000577 | Write Data: 000050ef | Read Data: 000050ef | Data Match
# Address: 00000578 | Write Data: 0000048b | Read Data: 0000048b | Data Match
# Address: 00000579 | Write Data: 0000153b | Read Data: 0000153b | Data Match
# Address: 0000057a | Write Data: 0000c66b | Read Data: 0000c66b | Data Match
# Address: 0000057b | Write Data: 00005af3 | Read Data: 00005af3 | Data Match
# Address: 0000057c | Write Data: 0000c8a4 | Read Data: 0000c8a4 | Data Match
# Address: 0000057d | Write Data: 0000f60d | Read Data: 0000f60d | Data Match
# Address: 0000057e | Write Data: 000098d3 | Read Data: 000098d3 | Data Match
# Address: 0000057f | Write Data: 000071b5 | Read Data: 000071b5 | Data Match
# Address: 00000580 | Write Data: 00006820 | Read Data: 00006820 | Data Match
# Address: 00000581 | Write Data: 00008d98 | Read Data: 00008d98 | Data Match
# Address: 00000582 | Write Data: 00002b58 | Read Data: 00002b58 | Data Match
# Address: 00000583 | Write Data: 0000167e | Read Data: 0000167e | Data Match
# Address: 00000584 | Write Data: 0000f00e | Read Data: 0000f00e | Data Match
# Address: 00000585 | Write Data: 00009202 | Read Data: 00009202 | Data Match
# Address: 00000586 | Write Data: 0000498e | Read Data: 0000498e | Data Match
# Address: 00000587 | Write Data: 0000462c | Read Data: 0000462c | Data Match
# Address: 00000588 | Write Data: 0000297d | Read Data: 0000297d | Data Match
# Address: 00000589 | Write Data: 00002ecc | Read Data: 00002ecc | Data Match
# Address: 0000058a | Write Data: 00006642 | Read Data: 00006642 | Data Match
# Address: 0000058b | Write Data: 00007530 | Read Data: 00007530 | Data Match
# Address: 0000058c | Write Data: 00000e1b | Read Data: 00000e1b | Data Match
# Address: 0000058d | Write Data: 000041fb | Read Data: 000041fb | Data Match
# Address: 0000058e | Write Data: 0000bbd3 | Read Data: 0000bbd3 | Data Match
# Address: 0000058f | Write Data: 0000a220 | Read Data: 0000a220 | Data Match
# Address: 00000590 | Write Data: 0000b61c | Read Data: 0000b61c | Data Match
# Address: 00000591 | Write Data: 000030a5 | Read Data: 000030a5 | Data Match
# Address: 00000592 | Write Data: 0000857f | Read Data: 0000857f | Data Match
# Address: 00000593 | Write Data: 0000cf2c | Read Data: 0000cf2c | Data Match
# Address: 00000594 | Write Data: 00005d89 | Read Data: 00005d89 | Data Match
# Address: 00000595 | Write Data: 00009bce | Read Data: 00009bce | Data Match
# Address: 00000596 | Write Data: 00001225 | Read Data: 00001225 | Data Match
# Address: 00000597 | Write Data: 0000c1d1 | Read Data: 0000c1d1 | Data Match
# Address: 00000598 | Write Data: 00002af4 | Read Data: 00002af4 | Data Match
# Address: 00000599 | Write Data: 00003715 | Read Data: 00003715 | Data Match
# Address: 0000059a | Write Data: 0000bf7c | Read Data: 0000bf7c | Data Match
# Address: 0000059b | Write Data: 00005941 | Read Data: 00005941 | Data Match
# Address: 0000059c | Write Data: 00007000 | Read Data: 00007000 | Data Match
# Address: 0000059d | Write Data: 00008937 | Read Data: 00008937 | Data Match
# Address: 0000059e | Write Data: 000062c9 | Read Data: 000062c9 | Data Match
# Address: 0000059f | Write Data: 0000c01d | Read Data: 0000c01d | Data Match
# Address: 000005a0 | Write Data: 0000e1c3 | Read Data: 0000e1c3 | Data Match
# Address: 000005a1 | Write Data: 00005881 | Read Data: 00005881 | Data Match
# Address: 000005a2 | Write Data: 0000cc11 | Read Data: 0000cc11 | Data Match
# Address: 000005a3 | Write Data: 00000c12 | Read Data: 00000c12 | Data Match
# Address: 000005a4 | Write Data: 0000d8b5 | Read Data: 0000d8b5 | Data Match
# Address: 000005a5 | Write Data: 0000de94 | Read Data: 0000de94 | Data Match
# Address: 000005a6 | Write Data: 00004f5a | Read Data: 00004f5a | Data Match
# Address: 000005a7 | Write Data: 0000fed9 | Read Data: 0000fed9 | Data Match
# Address: 000005a8 | Write Data: 0000c30c | Read Data: 0000c30c | Data Match
# Address: 000005a9 | Write Data: 000039b6 | Read Data: 000039b6 | Data Match
# Address: 000005aa | Write Data: 00008da3 | Read Data: 00008da3 | Data Match
# Address: 000005ab | Write Data: 0000312e | Read Data: 0000312e | Data Match
# Address: 000005ac | Write Data: 0000e670 | Read Data: 0000e670 | Data Match
# Address: 000005ad | Write Data: 0000bcf6 | Read Data: 0000bcf6 | Data Match
# Address: 000005ae | Write Data: 0000ec8c | Read Data: 0000ec8c | Data Match
# Address: 000005af | Write Data: 00000d17 | Read Data: 00000d17 | Data Match
# Address: 000005b0 | Write Data: 0000ba87 | Read Data: 0000ba87 | Data Match
# Address: 000005b1 | Write Data: 0000891e | Read Data: 0000891e | Data Match
# Address: 000005b2 | Write Data: 0000e379 | Read Data: 0000e379 | Data Match
# Address: 000005b3 | Write Data: 00003158 | Read Data: 00003158 | Data Match
# Address: 000005b4 | Write Data: 000037f6 | Read Data: 000037f6 | Data Match
# Address: 000005b5 | Write Data: 0000ae1d | Read Data: 0000ae1d | Data Match
# Address: 000005b6 | Write Data: 0000cda3 | Read Data: 0000cda3 | Data Match
# Address: 000005b7 | Write Data: 0000feb0 | Read Data: 0000feb0 | Data Match
# Address: 000005b8 | Write Data: 0000bea3 | Read Data: 0000bea3 | Data Match
# Address: 000005b9 | Write Data: 0000331e | Read Data: 0000331e | Data Match
# Address: 000005ba | Write Data: 0000a7b4 | Read Data: 0000a7b4 | Data Match
# Address: 000005bb | Write Data: 00004fe6 | Read Data: 00004fe6 | Data Match
# Address: 000005bc | Write Data: 00005d09 | Read Data: 00005d09 | Data Match
# Address: 000005bd | Write Data: 00007fe5 | Read Data: 00007fe5 | Data Match
# Address: 000005be | Write Data: 00000544 | Read Data: 00000544 | Data Match
# Address: 000005bf | Write Data: 00008dac | Read Data: 00008dac | Data Match
# Address: 000005c0 | Write Data: 00006f92 | Read Data: 00006f92 | Data Match
# Address: 000005c1 | Write Data: 00008a01 | Read Data: 00008a01 | Data Match
# Address: 000005c2 | Write Data: 000033e2 | Read Data: 000033e2 | Data Match
# Address: 000005c3 | Write Data: 000026e6 | Read Data: 000026e6 | Data Match
# Address: 000005c4 | Write Data: 00003cc6 | Read Data: 00003cc6 | Data Match
# Address: 000005c5 | Write Data: 0000f15b | Read Data: 0000f15b | Data Match
# Address: 000005c6 | Write Data: 00008933 | Read Data: 00008933 | Data Match
# Address: 000005c7 | Write Data: 0000bea3 | Read Data: 0000bea3 | Data Match
# Address: 000005c8 | Write Data: 00001424 | Read Data: 00001424 | Data Match
# Address: 000005c9 | Write Data: 0000acf6 | Read Data: 0000acf6 | Data Match
# Address: 000005ca | Write Data: 00009b31 | Read Data: 00009b31 | Data Match
# Address: 000005cb | Write Data: 0000f76e | Read Data: 0000f76e | Data Match
# Address: 000005cc | Write Data: 000086d7 | Read Data: 000086d7 | Data Match
# Address: 000005cd | Write Data: 0000d828 | Read Data: 0000d828 | Data Match
# Address: 000005ce | Write Data: 0000a9ff | Read Data: 0000a9ff | Data Match
# Address: 000005cf | Write Data: 0000c60d | Read Data: 0000c60d | Data Match
# Address: 000005d0 | Write Data: 0000fbbb | Read Data: 0000fbbb | Data Match
# Address: 000005d1 | Write Data: 00009b16 | Read Data: 00009b16 | Data Match
# Address: 000005d2 | Write Data: 00009a81 | Read Data: 00009a81 | Data Match
# Address: 000005d3 | Write Data: 0000f2b3 | Read Data: 0000f2b3 | Data Match
# Address: 000005d4 | Write Data: 000046b2 | Read Data: 000046b2 | Data Match
# Address: 000005d5 | Write Data: 0000bab5 | Read Data: 0000bab5 | Data Match
# Address: 000005d6 | Write Data: 0000ac11 | Read Data: 0000ac11 | Data Match
# Address: 000005d7 | Write Data: 0000f24c | Read Data: 0000f24c | Data Match
# Address: 000005d8 | Write Data: 00007d0e | Read Data: 00007d0e | Data Match
# Address: 000005d9 | Write Data: 00009f68 | Read Data: 00009f68 | Data Match
# Address: 000005da | Write Data: 0000b724 | Read Data: 0000b724 | Data Match
# Address: 000005db | Write Data: 00004133 | Read Data: 00004133 | Data Match
# Address: 000005dc | Write Data: 000028d8 | Read Data: 000028d8 | Data Match
# Address: 000005dd | Write Data: 00006acf | Read Data: 00006acf | Data Match
# Address: 000005de | Write Data: 0000b02c | Read Data: 0000b02c | Data Match
# Address: 000005df | Write Data: 00009961 | Read Data: 00009961 | Data Match
# Address: 000005e0 | Write Data: 0000d173 | Read Data: 0000d173 | Data Match
# Address: 000005e1 | Write Data: 0000cff7 | Read Data: 0000cff7 | Data Match
# Address: 000005e2 | Write Data: 0000434d | Read Data: 0000434d | Data Match
# Address: 000005e3 | Write Data: 000004a6 | Read Data: 000004a6 | Data Match
# Address: 000005e4 | Write Data: 0000019e | Read Data: 0000019e | Data Match
# Address: 000005e5 | Write Data: 0000a7d8 | Read Data: 0000a7d8 | Data Match
# Address: 000005e6 | Write Data: 00009a62 | Read Data: 00009a62 | Data Match
# Address: 000005e7 | Write Data: 0000c4ad | Read Data: 0000c4ad | Data Match
# Address: 000005e8 | Write Data: 0000cc7a | Read Data: 0000cc7a | Data Match
# Address: 000005e9 | Write Data: 000005f0 | Read Data: 000005f0 | Data Match
# Address: 000005ea | Write Data: 000086ce | Read Data: 000086ce | Data Match
# Address: 000005eb | Write Data: 0000e6ac | Read Data: 0000e6ac | Data Match
# Address: 000005ec | Write Data: 00001a0f | Read Data: 00001a0f | Data Match
# Address: 000005ed | Write Data: 0000bd6c | Read Data: 0000bd6c | Data Match
# Address: 000005ee | Write Data: 0000e380 | Read Data: 0000e380 | Data Match
# Address: 000005ef | Write Data: 00003140 | Read Data: 00003140 | Data Match
# Address: 000005f0 | Write Data: 00005d3a | Read Data: 00005d3a | Data Match
# Address: 000005f1 | Write Data: 0000a1c2 | Read Data: 0000a1c2 | Data Match
# Address: 000005f2 | Write Data: 00000546 | Read Data: 00000546 | Data Match
# Address: 000005f3 | Write Data: 0000bafe | Read Data: 0000bafe | Data Match
# Address: 000005f4 | Write Data: 000027e1 | Read Data: 000027e1 | Data Match
# Address: 000005f5 | Write Data: 0000e5b7 | Read Data: 0000e5b7 | Data Match
# Address: 000005f6 | Write Data: 0000b44f | Read Data: 0000b44f | Data Match
