# Compile of axi4_lite_Defs.sv was successful.
# Compile of axi4_lite_if.sv was successful.
# Compile of axi4_lite_master.sv was successful.
# Compile of axi4_lite_slave.sv was successful.
# Compile of Top.sv was successful.
# 5 compiles, 0 failed with no errors.
vsim -gui work.Top
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3055 ns Started: 3045 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3065 ns Started: 3055 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3075 ns Started: 3065 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3085 ns Started: 3075 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3095 ns Started: 3085 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3105 ns Started: 3095 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3115 ns Started: 3105 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3125 ns Started: 3115 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3135 ns Started: 3125 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3145 ns Started: 3135 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3155 ns Started: 3145 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3165 ns Started: 3155 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3175 ns Started: 3165 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3185 ns Started: 3175 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3195 ns Started: 3185 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3205 ns Started: 3195 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3215 ns Started: 3205 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3225 ns Started: 3215 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3235 ns Started: 3225 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3245 ns Started: 3235 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3255 ns Started: 3245 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3265 ns Started: 3255 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3275 ns Started: 3265 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3285 ns Started: 3275 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3295 ns Started: 3285 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3305 ns Started: 3295 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3315 ns Started: 3305 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3325 ns Started: 3315 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3335 ns Started: 3325 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3345 ns Started: 3335 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3355 ns Started: 3345 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3365 ns Started: 3355 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3375 ns Started: 3365 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3385 ns Started: 3375 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3395 ns Started: 3385 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3405 ns Started: 3395 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3415 ns Started: 3405 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3425 ns Started: 3415 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3435 ns Started: 3425 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3445 ns Started: 3435 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3455 ns Started: 3445 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3465 ns Started: 3455 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# 
# 
# multiple writes followed by multiple reads to random locations and check if the write and read data match
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3475 ns Started: 3465 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: SR_state_transition_reset_a: ASSERTION PASS => When ARESETN goes low, next state is IDLE in the same clock cycle
#    Time: 3485 ns Started: 3485 ns  Scope: Top.SR_state_transition_reset_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 422
# ** Info: MR_state_transition_reset_a: ASSERTION PASS => When ARESETN goes low, next state is IDLE in the same clock cycle
#    Time: 3485 ns Started: 3485 ns  Scope: Top.MR_state_transition_reset_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 333
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3485 ns Started: 3475 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 3495 ns Started: 3485 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: SW_state_transition_ADDR_a: ASSERTION PASS => when in ADDR state then next state is DATA in the next clock cycle
#    Time: 3515 ns Started: 3505 ns  Scope: Top.SW_state_transition_ADDR_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 485
# ** Info: SW_state_transition_DATA_a: ASSERTION PASS => when in DATA state and BREADY is high then next state is RESP in the next clock cycle
#    Time: 3525 ns Started: 3515 ns  Scope: Top.SW_state_transition_DATA_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 493
# ** Info: MW_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is IDLE in the next clock cycle
#    Time: 3535 ns Started: 3525 ns  Scope: Top.MW_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 409
# ** Info: SW_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is not IDLE in the next clock cycle
#    Time: 3535 ns Started: 3525 ns  Scope: Top.SW_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 502
# ** Info: SW_state_transition_ADDR_a: ASSERTION PASS => when in ADDR state then next state is DATA in the next clock cycle
#    Time: 3565 ns Started: 3555 ns  Scope: Top.SW_state_transition_ADDR_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 485
# ** Info: SW_state_transition_DATA_a: ASSERTION PASS => when in DATA state and BREADY is high then next state is RESP in the next clock cycle
#    Time: 3575 ns Started: 3565 ns  Scope: Top.SW_state_transition_DATA_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 493
# ** Info: MW_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is IDLE in the next clock cycle
#    Time: 3585 ns Started: 3575 ns  Scope: Top.MW_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 409
# ** Info: SW_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is not IDLE in the next clock cycle
#    Time: 3585 ns Started: 3575 ns  Scope: Top.SW_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 502
# ** Info: SW_state_transition_ADDR_a: ASSERTION PASS => when in ADDR state then next state is DATA in the next clock cycle
#    Time: 3615 ns Started: 3605 ns  Scope: Top.SW_state_transition_ADDR_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 485
# ** Info: SW_state_transition_DATA_a: ASSERTION PASS => when in DATA state and BREADY is high then next state is RESP in the next clock cycle
#    Time: 3625 ns Started: 3615 ns  Scope: Top.SW_state_transition_DATA_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 493
# ** Info: MW_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is IDLE in the next clock cycle
#    Time: 3635 ns Started: 3625 ns  Scope: Top.MW_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 409
# ** Info: SW_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is not IDLE in the next clock cycle
#    Time: 3635 ns Started: 3625 ns  Scope: Top.SW_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 502
# ** Info: SW_state_transition_ADDR_a: ASSERTION PASS => when in ADDR state then next state is DATA in the next clock cycle
#    Time: 3665 ns Started: 3655 ns  Scope: Top.SW_state_transition_ADDR_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 485
# ** Info: SW_state_transition_DATA_a: ASSERTION PASS => when in DATA state and BREADY is high then next state is RESP in the next clock cycle
#    Time: 3675 ns Started: 3665 ns  Scope: Top.SW_state_transition_DATA_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 493
# ** Info: MW_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is IDLE in the next clock cycle
#    Time: 3685 ns Started: 3675 ns  Scope: Top.MW_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 409
# ** Info: SW_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is not IDLE in the next clock cycle
#    Time: 3685 ns Started: 3675 ns  Scope: Top.SW_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 502
# ** Info: SW_state_transition_ADDR_a: ASSERTION PASS => when in ADDR state then next state is DATA in the next clock cycle
#    Time: 3715 ns Started: 3705 ns  Scope: Top.SW_state_transition_ADDR_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 485
# ** Info: SW_state_transition_DATA_a: ASSERTION PASS => when in DATA state and BREADY is high then next state is RESP in the next clock cycle
#    Time: 3725 ns Started: 3715 ns  Scope: Top.SW_state_transition_DATA_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 493
# ** Info: MW_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is IDLE in the next clock cycle
#    Time: 3735 ns Started: 3725 ns  Scope: Top.MW_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 409
# ** Info: SW_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is not IDLE in the next clock cycle
#    Time: 3735 ns Started: 3725 ns  Scope: Top.SW_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 502
# ** Info: SW_state_transition_ADDR_a: ASSERTION PASS => when in ADDR state then next state is DATA in the next clock cycle
